Date,SPY,TSLA,F,GM
2016-09-29,214.679993,$40.14,$11.97,$31.48
2016-09-28,216.639999,$41.254,$12.09,$31.9
2016-09-27,215.570007,$41.162,$11.98,$31.6
2016-09-26,214.240005,$41.798,$12.01,$31.8
2016-09-23,215.990005,$41.49,$12.17,$32.12
2016-09-22,217.179993,$41.286,$12.18,$32.39
2016-09-21,215.820007,$41.044,$12.09,$32.11
2016-09-20,213.419998,$40.928,$12,$31.65
2016-09-19,213.410004,$41.268,$12.11,$31.72
2016-09-16,213.369995,$41.08,$12.11,$30.97
2016-09-15,215.279999,$40.084,$12.11,$31.12
2016-09-14,213.149994,$39.282,$12.14,$30.71
2016-09-13,213.229996,$39.21,$12.38,$30.94
2016-09-12,216.339996,$39.66,$12.7,$31.18
2016-09-09,213.279999,$38.894,$12.38,$30.48
2016-09-08,218.509995,$39.472,$12.73,$31.71
2016-09-07,219.009995,$40.342,$12.7,$31.89
2016-09-06,219.029999,$40.566,$12.67,$32.12
2016-09-02,218.369995,$39.556,$12.5,$32.16
2016-09-01,217.389999,$40.154,$12.44,$31.8
2016-08-31,217.380005,$42.402,$12.6,$31.92
2016-08-30,218,$42.268,$12.55,$31.67
2016-08-29,218.360001,$43.04,$12.47,$31.81
2016-08-26,217.289993,$43.998,$12.38,$31.53
2016-08-25,217.699997,$44.192,$12.47,$31.54
2016-08-24,217.850006,$44.524,$12.3,$31.78
2016-08-23,218.970001,$44.968,$12.42,$31.9
2016-08-22,218.529999,$44.586,$12.36,$31.87
2016-08-19,218.539993,$45,$12.39,$31.83
2016-08-18,218.860001,$44.702,$12.33,$31.55
2016-08-17,218.369995,$44.648,$12.39,$31.85
2016-08-16,217.960007,$44.722,$12.34,$31.71
2016-08-15,219.089996,$45.118,$12.43,$31.86
2016-08-12,218.460007,$45.122,$12.33,$31.57
2016-08-11,218.649994,$44.982,$12.31,$31.75
2016-08-10,217.639999,$45.13,$12.25,$31.25
2016-08-09,218.179993,$45.816,$12.31,$31.07
2016-08-08,218.050003,$45.232,$12.18,$30.88
2016-08-05,218.179993,$46.006,$12.19,$30.8
2016-08-04,216.410004,$46.122,$12.08,$30.34
2016-08-03,216.179993,$45.158,$12.13,$30.24
2016-08-02,215.550003,$45.44,$11.94,$29.93
2016-08-01,216.940002,$46.002,$12.48,$31.3
2016-07-29,217.119995,$46.958,$12.66,$31.54
2016-07-28,216.770004,$46.122,$12.71,$30.99
2016-07-27,216.520004,$45.698,$13.84,$32.02
2016-07-26,216.75,$45.902,$13.86,$32.15
2016-07-25,216.649994,$46.002,$13.83,$32.06
2016-07-22,217.240005,$44.454,$13.84,$32.16
2016-07-21,216.270004,$44.1,$13.92,$32.03
2016-07-20,217.089996,$45.672,$13.74,$31.49
2016-07-19,216.190002,$45.052,$13.65,$31.25
2016-07-18,216.410004,$45.25,$13.65,$30.87
2016-07-15,215.830002,$44.08,$13.57,$30.77
2016-07-14,216.119995,$44.306,$13.59,$30.76
2016-07-13,214.919998,$44.506,$13.48,$30.63
2016-07-12,214.949997,$44.93,$13.45,$30.6
2016-07-11,213.399994,$44.956,$13.27,$30.13
2016-07-08,212.649994,$43.356,$13.09,$29.66
2016-07-07,209.529999,$43.188,$12.75,$28.74
